omitted_animal,n_combined_exposure,n_oxygen_control,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,scenario_order,scenario,is_full_cohort,fdr_lt_0_05,nes_rank_descending,nes_rank_ascending,absolute_nes_rank
S1,2,3,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,146,-0.3759685430485381,-1.7127434488960456,3.6215996338684103e-4,0.00258685688133457,0.00157934420123584,2056,"tags=32%, list=16%, signal=27%",Pim1/Usp14/Atox1/Ppp2cb/Notch4/Prss36/Pik3cg/Brpf3/Kynu/Casp9/S100a13/Dgkh/Cblb/Was/C3/Lrp1/Ctso/Gnai3/Anxa5/Plek/F3/Lyn/Lamp2/Lgals3/Ehd1/Timp2/Psmb9/Adam9/Cpq/Casp3/Gngt2/Dyrk2/Hspa1a/Fdx1/Cfh/Casp4/Cebpb/Gng2/Cp/Dock4/Gp9/Il6/Ang/Maff/Ccl5/Plaur/Tnfaip3,5,Omit S1,FALSE,TRUE,47,4,7
S1,2,3,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,129,-0.37836610154947575,-1.6985229351540796,5.668921004448299e-4,0.00294492214783715,0.00179795246920584,1387,"tags=24%, list=10%, signal=22%",Lrp1/Basp1/Col5a3/Msx1/Eno2/Pvr/Matn2/Calu/Pmp22/Wipf1/Vegfa/Thbs1/Dst/Itgav/Sat1/Areg/Cd44/Serpine2/Il6/Pcolce/Igfbp2/Sdc4/Itga5/Col6a3/Gem/Id2/Gadd45b/Tpm4/Vcam1/Plaur/Tnfaip3,5,Omit S1,FALSE,TRUE,46,5,8
S1,2,3,HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,141,-0.3672824136432937,-1.6641383548393345,3.0187112433899705e-4,0.00251559270282497,0.00153583554488261,2695,"tags=36%, list=20%, signal=29%",Casp8/Ebp/Vdac2/Ank/Sod2/Rela/Brca1/Fas/Cdkn1b/Cd69/Birc3/Bcl10/Txnip/Atf3/Casp9/Rock1/Erbb3/Il18/Bcl2l11/Gpx4/Lmna/Ppp3r1/Sod1/H1f0/Ccnd2/Eno2/Lgals3/Timp2/Cyld/Casp3/Bax/Pdcd4/Mcl1/Ptk2/Pmaip1/Ifnb1/Casp4/Cflar/Sat1/Il1a/Btg3/Top2a/Cd44/Wee1/Il6/Smad7/Hmgb2/Cd14/Gch1/Gadd45b/Hspb1,5,Omit S1,FALSE,TRUE,45,6,9
S1,2,3,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INFLAMMATORY_RESPONSE,145,-0.3640364371437524,-1.660160364712711,4.160083098928903e-4,0.00260005193683056,0.00158740012985445,1650,"tags=24%, list=12%, signal=21%",P2ry2/Abca1/Il18/Cybb/Il1r1/Gnai3/F3/Lyn/Pvr/Bdkrb1/Tnfsf9/Ptger4/Calcrl/Cd82/Gpr132/Ahr/Ptafr/Clec5a/Il1a/Nlrp3/Rgs1/Tpbg/Nfkb1/Il6/Itga5/Cxcl9/Dcbld2/Cd14/Gch1/Csf1/Pde4b/Ccl5/Plaur/Ccrl2/Cxcl10,5,Omit S1,FALSE,TRUE,44,7,10
S1,2,3,HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,78,-0.3975383293515917,-1.6476294535589189,0.00290851190955924,0.01042085138545087,0.00636220400374895,2703,"tags=38%, list=20%, signal=31%",Rad17/Ift88/Ncaph/Cct6b/Mtor/Ezh2/Hspa2/Cdkn3/Pomc/Gstm5/Ace/Vdac3/Slc12a2/Bub1/Ccnb2/Gsg1/Pebp1/Il12rb2/Braf/Jam3/Mast2/Snap91/Mlf1/Camk4/Lpin1/Psmg1/Arl4a/Cdk1/Clgn/Slc2a5,5,Omit S1,FALSE,TRUE,43,8,11
S1,2,3,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,107,0.3666650344521263,1.637247917221573,0.00170976016928232,0.007124000705343,0.00434938990431467,3019,"tags=36%, list=23%, signal=28%",Mthfd2/Psat1/Nop56/Iars1/Exosc2/Aldh18a1/Arfgap1/Chac1/Eef2/Tars1/Slc1a4/Srpra/Preb/Wfs1/Sdad1/Hyou1/Srprb/Nolc1/Exosc1/Calr/Wipi1/Xbp1/Dctn1/Dcp2/Rrp9/Eif4g1/Cnot2/Eif4ebp1/Bag3/Edc4/Slc30a5/Lsm1/Hspa5/Cnot4/Nop14/Asns/Exosc10/Tspyl2/Tatdn2,5,Omit S1,FALSE,TRUE,4,47,12
S1,2,3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,192,-0.33695632198720893,-1.598237401677486,5.889844295674308e-4,0.00294492214783715,0.00179795246920584,3412,"tags=38%, list=26%, signal=28%",Cox8a/Nqo2/Mrpl11/Timm17a/Atp5f1e/Idh3g/Eci1/Ndufa4/Cox15/Dld/Bckdha/Vdac1/Atp5f1c/Nnt/Acadvl/Atp5po/Cox7b/Cox6c/Slc25a11/Ogdh/Ndufs1/Vdac2/Timm8b/Atp5mf/Atp5mc3/Etfb/Cox7c/Atp5pf/Ndufs6/Slc25a4/Sdhd/Atp6v0b/Idh2/Supv3l1/Ndufa8/Atp1b1/Aldh6a1/Uqcr10/Ndufa1/Mtx2/Atp6v0e/Gpx4/Vdac3/Ndufa2/Hadhb/Atp5pb/Atp5pd/Ldhb/Cox6b1/Cox4i1/Sdha/Etfa/Uqcrb/Ndufa5/Cox17/Bax/Ndufb5/Fdx1/Cox7a2/Atp6v1f/Ndufa7/Atp6v1g1/Mpc1/Cyb5a/Ndufc2/Hsd17b10/AK157302/Ndufs4/Ndufab1/Uqcrh/Ndufb3/Cox7a2l,5,Omit S1,FALSE,TRUE,42,9,13
S1,2,3,HALLMARK_COAGULATION,HALLMARK_COAGULATION,85,-0.3788641366792993,-1.589843963507832,0.00713621091919924,0.02230065912249763,0.01361513925373539,2169,"tags=31%, list=16%, signal=26%",Arf4/Sparc/Pf4/Pecam1/Msrb2/Cd9/Casp9/S100a13/C3/Lrp1/Ctso/Dusp14/Plek/F3/Lamp2/Adam9/Cpq/Klk8/Thbs1/Cfh/Gng12/Gp9/Klf7/Ang/Maff/Plau,5,Omit S1,FALSE,TRUE,41,10,14
S1,2,3,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,148,-0.33737307453402987,-1.5445130714831403,0.00291783838792624,0.01042085138545087,0.00636220400374895,2086,"tags=24%, list=16%, signal=20%",Birc3/Map3k1/Il7r/Pecam1/Tspan13/Ace/Plvap/Laptm5/Cdadc1/Ptbp2/Avl9/Ammecr1/Adam17/Snap25/Glrx/Strn/Ccnd2/Psmb8/Il2rg/Trib1/Cab39l/Snap91/Etv1/Cfh/Klf4/Ly96/Dcbld2/Id2/Igf2/Plau/Plaur/Cxcl10/Ptgs2/Tnfaip3/Prdm1,5,Omit S1,FALSE,TRUE,40,11,15
S1,2,3,HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,30,-0.45769174346617775,-1.529641012565579,0.02838930875998716,0.07097327189996791,0.04333105021261198,2465,"tags=40%, list=19%, signal=33%",Brca1/Tmem8b/Scube1/Gstm5/Efna5/Lyn/Il2rg/B4galt1/Dcbld2/Hspb1/Adam10/Plaur,5,Omit S1,FALSE,FALSE,39,12,16
S1,2,3,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,166,-0.3123985984765036,-1.4529457677547677,0.00331962229515513,0.0110654076505171,0.00675572256557886,1767,"tags=23%, list=13%, signal=21%",Capg/Ikzf2/Sh3bgrl2/Glipr2/Rhoh/P4ha1/Wls/Cyfip1/Cdkn1c/Gpx4/Slc2a3/Ccnd2/Phlda1/Tlr7/Ncoa3/Rora/Casp3/Eno3/Igf1r/Socs2/Rragd/Smpdl3a/Ahr/Itgav/Swap70/Cd86/Bmpr2/Huwe1/Arl4a/Cd44/Nfil3/Ltb/Dennd5a/Batf/Maff/Csf1/Gadd45b/Cxcl10/Cd83,5,Omit S1,FALSE,TRUE,38,13,17
S1,2,3,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,50,-0.3822294560737494,-1.431142512987108,0.04230398246279234,0.1007237677685532,0.06149451084816932,2383,"tags=32%, list=18%, signal=26%",Id3/Wwtr1/Smurf2/Rhoa/Map3k7/Cdkn1c/Bcar3/Tgfbr1/Fnta/Thbs1/Tgif1/Bmpr2/Tjp1/Smad7/Skil/Id2,5,Omit S1,FALSE,FALSE,37,14,18
S1,2,3,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,136,-0.31319444067422836,-1.4116725730256827,0.01315715007117145,0.03654763908658736,0.02231329544233755,2465,"tags=31%, list=19%, signal=25%",Cd40/Brca1/Prkcg/Ets1/H2-Aa/Fas/Cd47/Mtif2/Rpl9/Ccnd3/Pf4/Bcl10/Ube2n/Cdkn2a/Capg/Ccr1/Tap2/Ifnar2/Il18/Map3k7/Was/H2-Ob/Ccnd2/Ncf4/Lyn/Ccr5/Rps9/Npm1/Il2rg/Cxcl13/Il2/Nlrp3/Cd86/Ly86/Rps3a1/Ltb/Il6/Cxcl9/B2m/Csf1/Ccl5/Klrd1,5,Omit S1,FALSE,TRUE,36,15,19
S1,2,3,HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,189,-0.29640247926532337,-1.404466347391111,0.01015658929184555,0.02987232144660458,0.01823783835687438,2093,"tags=28%, list=16%, signal=23%",Cdc27/Katna1/Odc1/Mad2l1/G3bp1/Tfdp1/Fbxo5/Kif4/Hmmr/Ss18/Dtymk/Snrpd1/Gspt1/Pafah1b1/Kif22/Slc12a2/Efna5/Numa1/Bub1/Ndc80/Ccnb2/Rad54l/Prim2/Birc5/Stag1/Smc4/Syncrip/Cdkn2c/Sap30/Rad21/Racgap1/Cks2/Pttg1/Marcks/Lig3/Plk1/Ccna2/Cenpf/H2az2/Prc1/Top2a/H2az1/Cenpa/Cdk1/Cul3/Nusap1/Kif23/Stmn1/Pbk/Mki67/Tle3/Ube2c,5,Omit S1,FALSE,TRUE,35,16,20
S1,2,3,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,83,-0.32091272570489116,-1.3427796876529814,0.05357142857142857,0.11645962732919252,0.07110166721150703,2524,"tags=24%, list=19%, signal=20%",Hacl1/Amacr/Abca5/Dio2/Slc23a2/Npc1/Idh2/Abca1/Pnpla8/Rbp1/Pex1/Sod1/Bcar3/Rxrg/Abca9/Scp2/Pex13/Pex7/Fads1/Ttr,5,Omit S1,FALSE,FALSE,34,17,21
S1,2,3,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,194,-0.27556703061173854,-1.310137776743847,0.01897397475581479,0.04993151251530208,0.03048450237776337,2511,"tags=31%, list=19%, signal=25%",Mapre1/Kif11/Rapgef5/Ckap5/Itsn1/Ranbp9/Arap3/Lmnb1/Notch2/Mid1ip1/Pcm1/Rasa1/Cdc42bpa/Prex1/Bin1/Myh9/Cdc27/Hook3/Katna1/Synpo/Flnb/Fbxo5/Dynll2/Kif4/Rock1/Vcl/Pkd2/Bcl2l11/Ssh2/Pafah1b1/Kif22/Numa1/Dync1h1/Bub1/Ndc80/Ywhae/Ccnb2/Farp1/Cd2ap/Arhgef12/Birc5/Dlgap5/Stk38l/Smc4/Cdc42/Racgap1/Marcks/Rab3gap1/Dst/Plk1/Cenpf/Epb41/Prc1/Top2a/Cdk1/Ezr/Epb41l2/Nusap1/Kif23/Dock4,5,Omit S1,FALSE,TRUE,33,18,22
S1,2,3,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,141,-0.2890088158261432,-1.3094845749137431,0.05242718446601942,0.11645962732919252,0.07110166721150703,3111,"tags=37%, list=24%, signal=29%",Zfp36/Unc13b/Nab2/Gla/Scnn1a/Bag1/Hprt1/S100a9/Rab31/Cox6c/Cdc20/Chpt1/Slc22a5/Jak2/Slc16a1/Homer2/Etfb/Cish/Idh2/Kif20a/Fabp5/Tspan13/Opn3/Cd9/Flnb/Aff1/Fkbp5/Tpd52l1/Igfbp4/Plaat3/Ckb/Myb/Aldh3a2/Farp1/Jak1/Abhd2/Pdcd4/Arl3/Ptger3/Dlg5/Btg3/Klf4/Top2a/Areg/Dynlt3/Cd44/Tpbg/Dnajc12/Car12/Batf/Id2/Dusp2,5,Omit S1,FALSE,FALSE,32,19,23
S1,2,3,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,138,0.2684701861848393,1.2407462820557795,0.06570841889117043,0.13141683778234087,0.08023343780395548,2807,"tags=31%, list=21%, signal=25%",Ptgds/Gsto1/Slc6a6/Tpst1/Acox3/Nmt1/Ap4b1/Dhrs1/Tmem97/Aldh9a1/Shmt2/Pgd/Ppard/Hes6/Aco2/Etfdh/Slc12a4/Irf8/Bcar1/Acp2/Pcx/Tnfrsf1a/Fah/Dcxr/Slc46a3/Por/Mpp2/Slc35b1/Gart/Ptgr1/Slc1a5/Igf1/Gsr/Lonp1/Slc35d1/Hmox1/Cndp2/Vtn/Sertad1/Idh1/Mccc2/Cyfip2/Pemt,5,Omit S1,FALSE,FALSE,5,46,24
S1,2,3,HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,197,0.25741074365887096,1.2362903132786294,0.06429265020097376,0.13141683778234087,0.08023343780395548,2785,"tags=30%, list=21%, signal=24%",Mthfd2/Myc/Mcm7/Mcm5/Mcm6/Lig1/Mcm2/Rpa2/Timeless/Hells/Nop56/Tcf19/Pola2/Suv39h1/Tbrg4/Mcm4/Gins1/Pold1/Pop7/Pan2/Mcm3/Rad50/Cdk4/Rfc2/Rfc1/Xrcc6/Rad51ap1/Ssrp1/Nasp/Jpt1/Luc7l3/Slbp/Nolc1/Ung/Srsf2/Cbx5/Rrm2/Pms2/Ddx39a/Tubb5/Orc6/Paics/Tubg1/Dck/Pa2g4/Tacc3/Pold3/Chek2/Pold2/Mlh1/Rnaseh2a/Rfc3/Cse1l/Phf5a/Nup107/Cnot9/Tipin/Mybl2/Ccp110,5,Omit S1,FALSE,FALSE,6,45,25
S1,2,3,HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,183,-0.2615908110208629,-1.2288388804905246,0.07824427480916031,0.1504697592483852,0.09186574775164572,2030,"tags=23%, list=15%, signal=20%",Ccng1/Cdkn2a/Txnip/Gm2a/Atf3/Ddb2/Rpl36/Stom/Tpd52l1/Rpl18/Pvt1/Ptpn14/Ldhb/Ccnd2/Vamp8/Tnfsf9/Hint1/Rb1/Zfp36l1/Epha2/Abcc5/Bax/Ninj1/Klk8/Tgfa/Cdkn2b/Cd82/Btg1/Zbtb16/Sat1/Il1a/Klf4/Cebpa/H2ac25/S100a4/S100a10/Rrad/Mknk2/Pitpnc1/Foxo3/Rnf19b/H1f2,5,Omit S1,FALSE,FALSE,31,20,26
S1,2,3,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,32,0.3553465449344617,1.2281556877105655,0.170873786407767,0.284789644012945,0.17387157213421903,2390,"tags=31%, list=18%, signal=26%",Myc/Kat2a/Ppard/Skp2/Psen2/Axin1/Ncstn/Ptch1/Nkd1/Hdac5,5,Omit S1,FALSE,FALSE,7,44,27
S1,2,3,HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,86,-0.2816354995555955,-1.1839262580873515,0.16764132553606237,0.284789644012945,0.17387157213421903,384,"tags=6%, list=3%, signal=6%",Top2a/Scp2/Pex13/Fads1/Ttr,5,Omit S1,FALSE,FALSE,30,21,28
S1,2,3,HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,167,-0.2466343663217177,-1.1501164759550335,0.16314779270633398,0.284789644012945,0.17387157213421903,2227,"tags=19%, list=17%, signal=16%",Tfdp2/Ccnd3/Pdzk1ip1/Uros/Mark3/Cdc27/Clcn3/Nr3c1/Aldh6a1/Glrx5/Tal1/Slc2a1/Lmo2/Ackr1/C3/Prdx2/H1f0/Arhgef12/Lamp2/Sdcbp/Epb41/Mkrn1/Xk/Lpin2/Tent5c/Ell2/AK157302/Bach1/Ncoa4/Foxo3/Picalm/Bmp2k,5,Omit S1,FALSE,FALSE,29,22,29
S1,2,3,HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,192,0.2356213083754597,1.126077396426076,0.1600877192982456,0.284789644012945,0.17387157213421903,2489,"tags=24%, list=19%, signal=20%",Mthfd2/Slc6a6/Psat1/Niban1/Mcm2/Nmt1/Eif2s2/Tmem97/Rpn1/Mcm4/Tm7sf2/Itgb2/Shmt2/Sqstm1/Pdap1/Btg2/Slc1a4/Hmbs/Adipor2/Tuba4a/Nfyc/Wars1/Rit1/Ctsc/Qdpr/Ung/Calr/Xbp1/Pgm1/Phgdh/Rrp9/Rrm2/Ddx39a/Coro1a/Ldlr/Slc1a5/Dhfr/Tubg1/Gsr/Psmd14/Hk2/Ifi30/Ube2d3/Psme3/Arpc5l/Ppp1r15a,5,Omit S1,FALSE,FALSE,8,43,30
S1,2,3,HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,92,-0.2623402526729251,-1.1143526650728797,0.26666666666666666,0.4301075268817204,0.2625919637804188,3336,"tags=33%, list=25%, signal=25%",Rab9/Arcn1/Cav2/Napg/Gla/Snap23/Gnas/Igf2r/Cln5/Sspn/Copb2/Lman1/Copb1/Ap3s1/Cltc/Mapk1/Bet1/Clcn3/Clta/Abca1/Sec22b/Sod1/Anp32e/Rer1/Lamp2/Bnip3/Rps6ka3/Dst/Atp7a/Adam10,5,Omit S1,FALSE,FALSE,28,23,31
S1,2,3,HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,27,-0.3417722537315134,-1.1068888571924569,0.33539094650205764,0.4906204906204906,0.29953672058935216,1052,"tags=22%, list=8%, signal=20%",Rbx1/Psenen/Tcf7l2/Sap30/Prkca/St3gal6,5,Omit S1,FALSE,FALSE,27,24,32
S1,2,3,HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,24,-0.34856939274562115,-1.100787684538309,0.3434343434343434,0.4906204906204906,0.29953672058935216,1241,"tags=25%, list=9%, signal=23%",Msx1/Ccnd2/Ptk2/Vegfa/Itgav/S100a4,5,Omit S1,FALSE,FALSE,26,25,33
S1,2,3,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,29,-0.31983000709421944,-1.063233876055628,0.3790322580645161,0.512205754141238,0.312715092002019,623,"tags=34%, list=5%, signal=33%",Ophn1/Adgrg1/Nrp2/Cdk5r1/Rasa1/Myh9/Crmp1/Vegfa/Ets2/Tle3,5,Omit S1,FALSE,FALSE,25,26,34
S1,2,3,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,17,-0.3730021992588497,-1.0618098785810044,0.3784946236559139,0.512205754141238,0.312715092002019,1606,"tags=29%, list=12%, signal=26%",Sec11a/Pcsk2/Lmo2/Stxbp1/Srp14,5,Omit S1,FALSE,FALSE,24,27,35
S1,2,3,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,146,-0.2315564426771306,-1.054866923251414,0.32108317214700194,0.48648965476818473,0.2970147365953128,1950,"tags=21%, list=15%, signal=18%",Med13l/Opn3/Flnb/Aff1/Wwc1/Snx24/Elf1/Fkbp5/Slc2a1/P2ry2/Tpd52l1/Igfbp4/Plaat3/Syngr1/Myb/Mlph/Farp1/Sh3bp5/Abhd2/Nav2/Igf1r/Arl3/Pmaip1/Ugcg/Klf4/Areg/Dynlt3/Cd44/Tpbg/Car12/B4galt1,5,Omit S1,FALSE,FALSE,23,28,36
S1,2,3,HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,192,-0.22003584809351712,-1.0436650069626368,0.31684981684981683,0.48648965476818473,0.2970147365953128,2534,"tags=25%, list=19%, signal=21%",Ssb/Acp1/Prps2/Ap3s1/Eif4e/Xpo1/Psmd8/Cops5/Srsf3/Canx/Pwp1/Nap1l1/Hspe1/Odc1/Psmc6/Mad2l1/G3bp1/Tfdp1/Srsf7/Fam120a/Rpl18/Snrpd1/Hnrnpa3/Psma2/Gspt1/Vdac3/Ywhae/Ywhaq/Syncrip/Npm1/Phb1/Rps6/Vbp1/Ccna2/Rps3/H2az1/Rpl22/Rps10/Erh/Txnl4a/Cbx3/Hnrnpr/Ndufab1/Ssbp1/Pgk1/Hnrnpc/Eef1b2/Ifrd1,5,Omit S1,FALSE,FALSE,22,29,37
S1,2,3,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,46,-0.2788217893539908,-1.0324916522181482,0.39478957915831664,0.5194599725767325,0.3171439832573735,1431,"tags=24%, list=11%, signal=21%",Txn1/Atox1/Gpx4/Prdx2/Sod1/Glrx/Txnrd1/Lamtor5/Pfkp/Srxn1/Sbno2,5,Omit S1,FALSE,FALSE,21,30,38
S1,2,3,HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,136,-0.22473158082640285,-1.0129407414205178,0.41796875,0.5358573717948718,0.3271550269905533,1507,"tags=17%, list=11%, signal=15%",Bcl2l11/Cdkn1c/Polr2h/Msx1/Hspa13/Eno2/Lyn/Ggh/Creg1/Ppp1r2/Casp3/Cdkn2b/Btg1/Gls/Atp6v1f/Btg3/Aldoa/Rrad/Il6/Igfbp2/Gch1/Fosb/Nr4a1,5,Omit S1,FALSE,FALSE,20,31,39
S1,2,3,HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,162,-0.2149167635925845,-0.9976275744068128,0.4605009633911368,0.575626204238921,0.35143494574586753,1278,"tags=15%, list=10%, signal=14%",Slc16a3/Sod1/Glrx/Eno2/Mertk/Homer1/Sap30/Pfkp/Tgfa/Rragd/Tpi1/Vegfa/Cyb5a/Cd44/Cenpa/Cdk1/Aldoa/Tpbg/Pgam1/Stmn1/Irs2/Ang/B4galt1/Pgk1/Mif,5,Omit S1,FALSE,FALSE,19,32,40
S1,2,3,HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,145,-0.2158681165059136,-0.9844500562639734,0.4952015355086372,0.5895256375102824,0.3599209155325935,2712,"tags=27%, list=21%, signal=22%",Edf1/Polr2j/Polr2i/Pom121/Nme3/Dctn4/Polr2c/Rev3l/Pola1/Taf13/Pole4/Mpc2/Ddb2/Polb/Taf12/Ago4/Gpx4/Polr2h/Arl6ip1/Gsdme/Supt4a/Rbx1/Polr3gl/Sdcbp/Gtf2h5/Gtf2h3/Cox17/Dad1/Rad52/Cetn2/Polr2k/Dguok/Rpa3/Gtf2a2/Rala/Polr1h/Polr2g/Eif1b/Pde4b,5,Omit S1,FALSE,FALSE,18,33,41
S1,2,3,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,95,-0.2293434690091047,-0.9791018662616529,0.494047619047619,0.5895256375102824,0.3599209155325935,2508,"tags=25%, list=19%, signal=21%",Rptor/Mapk8/Cxcr4/Eif4e/Cdkn1b/Cltc/Ralb/Plcg1/Mapk1/Arpc3/Ube2n/Pla2g12a/Slc2a1/Map3k7/Map2k6/Il2rg/Gsk3b/Rps6ka3/Cab39l/Camk4/Cdk1/Mknk2/Actr2/Pten,5,Omit S1,FALSE,FALSE,17,34,42
S1,2,3,HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,185,-0.20392049636728676,-0.964515703313474,0.5613382899628253,0.6378844204123015,0.38944522509382623,1790,"tags=17%, list=14%, signal=15%",Uqcr10/Pfkfb3/Stom/Abca1/Gpx4/C3/Pim3/Atp1b3/Atl2/Sod1/Hibch/Dnajc15/Apoe/Enpp2/Sorbs1/Cdkn2c/Ndufa5/Chchd10/Pdcd4/Ptger3/Cmpk1/Cd302/Dhrs7b/Pfkl/Arl4a/Scp2/Sqor/Aldoa/Sowahc/Ndufab1/Bcl6,5,Omit S1,FALSE,FALSE,16,35,43
S1,2,3,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,70,-0.2355844069734897,-0.9602252672892088,0.5281553398058253,0.6141341160532853,0.37494503927463735,357,"tags=24%, list=3%, signal=24%",Fas/Il17ra/Pim1/Pf4/Cd9/Ccr1/Il1r1/Ptpn2/Il2rg/Cxcl13/Cd44/Ltb/Il6/Cxcl9/Cd14/Csf1/Cxcl10,5,Omit S1,FALSE,FALSE,15,36,44
S1,2,3,HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,134,-0.20910823269359513,-0.9433272842660309,0.5846153846153846,0.6495726495726496,0.3965811965811966,2182,"tags=19%, list=17%, signal=16%",Bin1/Myh9/Sparc/Fabp3/Cryab/Ckm/Mef2a/Tpd52l1/Erbb3/Ckb/Gabarapl2/Tnni2/Sorbs1/Mef2c/Rb1/Myom1/Eno3/Nav2/Fxyd1/Lpin1/Mef2d/Col6a3/Mras/Gadd45b/Ifrd1,5,Omit S1,FALSE,FALSE,14,37,45
S1,2,3,HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,122,-0.20993136898147657,-0.9268998255194318,0.627254509018036,0.6817983793674305,0.4162558526664312,3133,"tags=28%, list=24%, signal=21%",Mgll/Atrx/Schip1/Atp2b1/Nek7/Magi2/Wdr37/Prkce/Atp2c1/Notch2/Phf3/Dlc1/Cdkn1b/Map1b/Prdm2/Cdc42bpa/Sri/Anxa2/Nr3c1/Runx1/Inpp4b/Mrps31/Sipa1l1/Adgrl2/F3/Spop/Pmp22/Igf1r/Prkca/Nfkb1/Tjp1/Smad7/Dyrk1a/Pten,5,Omit S1,FALSE,FALSE,13,38,46
S1,2,3,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,129,-0.20424743715789512,-0.9168869912987244,0.653179190751445,0.6948714795228138,0.42423732434024425,3949,"tags=37%, list=30%, signal=26%",Suclg1/Cryz/Idi1/Acadm/Mix23/Ywhah/Acsl1/Hsd17b11/Eci2/Nsdhl/Bmpr1b/Idh3g/Eci1/Mgll/Dld/Acadl/Acadvl/Acsl4/Hsdl2/Hmgcl/Mcee/Ostc/Slc22a5/D2hgdh/Hsp90aa1/Cpox/Ltc4s/Sdhd/Uros/Odc1/Glul/Hmgcs1/Auh/Hadhb/Aldh3a2/Hibch/Eno2/Cbr3/Rap1gds1/Sdha/Serinc1/Eno3/Bphl/H2az1/S100a10/Aldoa/Hsd17b10/Mif,5,Omit S1,FALSE,FALSE,12,39,47
S1,2,3,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,92,0.20525791547904476,0.8877234288411429,0.717479674796748,0.7473746612466126,0.4562918984453002,1850,"tags=20%, list=14%, signal=17%",Slc25a23/Rsad2/Egf/Epha5/Sphk2/Sox10/Btg2/Celsr2/Pdk2/Itih3/Mfsd6/Mast3/Klhdc8a/Nrip2/Camk1d/Tgm1/Gtf3c5/Kcnq2,5,Omit S1,FALSE,FALSE,9,42,48
