omitted_animal,n_combined_exposure,n_oxygen_control,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,scenario_order,scenario,is_full_cohort,fdr_lt_0_05,nes_rank_descending,nes_rank_ascending,absolute_nes_rank
C1,3,2,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,29,-0.34280229117829686,-1.147079253111423,0.26506024096385544,0.3900241705119754,0.22169794955417552,151,"tags=28%, list=1%, signal=27%",Thy1/Amot/Ophn1/Myh9/Nrp2/Vegfa/Ets2/Tle3,2,Omit C1,FALSE,FALSE,24,27,31
C1,3,2,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,92,-0.267335958550266,-1.1386493536148687,0.23260437375745527,0.3634443339960239,0.2065894109030031,2667,"tags=27%, list=20%, signal=22%",Ccdc106/Klk8/Dtnb/Edn1/Mefv/Cpeb3/Coq8a/Ckm/Slc16a7/Chst2/Slc5a5/Nr6a1/Synpo/Zfp112/Copz2/Cd80/Skil/Sncb/Tent5c/Selenop/Nr4a2/Kmt2d/Zbtb16/Igfbp2/Kcne2,2,Omit C1,FALSE,FALSE,23,28,32
C1,3,2,HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,145,-0.24862546990267692,-1.1382847896546329,0.20384615384615384,0.32878411910669975,0.18688781507117672,1556,"tags=25%, list=12%, signal=22%",Polr2f/Nme1/Pola1/Polr2c/Polr3gl/Ercc1/Dctn4/Pom121/Polr2i/Gtf2h5/Hprt1/Arl6ip1/Nme3/Polb/Gpx4/Polr2h/Gsdme/Gtf2h3/Dguok/Taf12/Rad52/Polr2j/Sdcbp/Supt4a/Rpa3/Cox17/Gtf2a2/Rala/Eif1b/Rbx1/Dad1/Polr1h/Polr2k/Polr2g/Cetn2/Pde4b,2,Omit C1,FALSE,FALSE,22,29,33
C1,3,2,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,32,0.32617486603319157,1.128607408263023,0.27413127413127414,0.3900241705119754,0.22169794955417552,2126,"tags=31%, list=16%, signal=26%",Myc/Kat2a/Ppard/Trp53/Skp2/Nkd1/Dvl2/Axin1/Hdac5/Hdac11,2,Omit C1,FALSE,FALSE,5,46,34
C1,3,2,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,83,-0.2624829745665422,-1.1017613780983493,0.28169014084507044,0.3900241705119754,0.22169794955417552,2950,"tags=28%, list=22%, signal=22%",Dio2/Nudt12/Hsd17b11/Lonp2/Bcar3/Npc1/Idi1/Atxn1/Pex7/Abca5/Sod1/Rxrg/Cat/Abcd3/Hacl1/Rbp1/Abca9/Pex13/Abca1/Pex1/Scp2/Fads1/Ttr,2,Omit C1,FALSE,FALSE,21,30,35
C1,3,2,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,50,-0.2921735193125491,-1.0987134011072277,0.2886178861788618,0.3900241705119754,0.22169794955417552,2567,"tags=30%, list=19%, signal=24%",Bcar3/Wwtr1/Id3/Smurf2/Rhoa/Furin/Fnta/Tgif1/Tgfbr1/Thbs1/Skil/Smad7/Bmpr2/Tjp1/Id2,2,Omit C1,FALSE,FALSE,20,31,36
C1,3,2,HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,24,-0.3417965803301257,-1.0835162202137725,0.3582995951417004,0.4698493648769893,0.26707227056165705,1844,"tags=25%, list=14%, signal=22%",Pf4/Itgav/S100a4/Ccnd2/Ptk2/Vegfa,2,Omit C1,FALSE,FALSE,19,32,37
C1,3,2,HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,189,0.22352119656641065,1.067366320765187,0.279826464208243,0.3900241705119754,0.22169794955417552,1682,"tags=18%, list=13%, signal=16%",Myc/Rpa2/Mcm6/Mcm5/Mcm2/Orc6/Gins2/Casp8ap2/Suv39h1/Nasp/Rps6ka5/Jpt1/Prmt5/Pml/Cdk4/Pola2/Ncl/Aurkb/Ccnt1/Mcm3/Nup50/Prpf4b/Espl1/Slc7a1/Egf/E2f1/Polq/Tent4a/Cdc25a/Ddx39a/Foxn3/Srsf2/Nolc1/Dbf4,2,Omit C1,FALSE,FALSE,6,45,38
C1,3,2,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,107,0.2321065694692308,1.0363876431248251,0.3807615230460922,0.47584887613582016,0.2704825190666768,2726,"tags=26%, list=21%, signal=21%",Mthfd2/Nop56/Exosc1/Psat1/Chac1/Sdad1/Aldh18a1/Arfgap1/Tatdn2/Nabp1/Rrp9/Exosc2/Fus/Preb/Nolc1/Wipi1/Iars1/Eef2/Srpra/Parn/Eif4a2/Bag3/Exosc5/Lsm1/Tars1/Dcp2/Atf4/Cnot2,2,Omit C1,FALSE,FALSE,7,44,39
C1,3,2,HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,192,-0.21581019628385367,-1.0273789234796704,0.3664825046040516,0.4698493648769893,0.26707227056165705,3361,"tags=31%, list=25%, signal=23%",Prdx1/Hspd1/Cdkn1a/Gbe1/Etf1/Atp2a2/Cfp/M6pr/Cyb5b/Ssr1/Ppia/Tfrc/Bub1/Ero1a/Tcea1/Cacybp/Hmgcr/Egln3/Elovl5/Idi1/Slc2a3/Nfkbib/Hmgcs1/Cops5/Dapp1/Canx/Plk1/Atp6v1d/Uchl5/Cd9/Ddit4/Hspa4/Atp5mc1/Psmg1/Rab1a/Uso1/Sec11a/Ebp/Psmc6/Hprt1/Cxcr4/Slc7a11/Gsk3b/Txnrd1/Slc2a1/Hspe1/Ccng1/Psma3/P4ha1/Tes/Fads1/Glrx/Aldoa/Tpi1/Pfkl/Actr2/Pgk1/Nfil3/Ifrd1,2,Omit C1,FALSE,FALSE,18,33,40
C1,3,2,HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,136,-0.22616292038422875,-1.0231351651424747,0.39019607843137255,0.47584887613582016,0.2704825190666768,1825,"tags=18%, list=14%, signal=15%",Ago2/Grina/Mrpl23/Furin/Sod2/Casp3/Ccnd3/Lyn/Polr2h/Ggh/Btg3/Hspa13/Rab27a/Cdkn2b/Eno2/Creg1/Btg1/Atp6v1f/Aldoa/Il6/Igfbp2/Gch1/Fosb/Nr4a1,2,Omit C1,FALSE,FALSE,17,34,41
C1,3,2,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,194,-0.21070864783106624,-1.004052008404745,0.4222222222222222,0.5026455026455027,0.28571428571428575,3143,"tags=30%, list=24%, signal=23%",Dynll2/Prex1/Cdc42bpa/Ckap5/Cdc42ep2/Cyth2/Bub1/Cd2ap/Rhof/Farp1/Kifap3/Lmnb1/Arf6/Arhgef11/Dlgap5/Dlg1/Kif11/Stk38l/Hook3/Ccnb2/Birc5/Plk1/Abr/Cdc27/Wasf1/Klc1/Ophn1/Kif4/Smc4/Myh9/Mid1ip1/Numa1/Arhgef12/Katna1/Racgap1/Rock1/Kif3c/Prc1/Synpo/Kif23/Notch2/Vcl/Marcks/Cdc42/Ywhae/Dync1h1/Pafah1b1/Flnb/Nusap1/Top2a/Epb41l2/Ssh2/Dock4/Cenpf/Rab3gap1/Dst/Epb41/Ezr,2,Omit C1,FALSE,FALSE,16,35,42
C1,3,2,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,95,-0.23283973727051432,-0.9990404705258396,0.454,0.5279069767441861,0.30007343941248477,2626,"tags=25%, list=20%, signal=20%",Pin1/Rptor/Nfkbib/Dapp1/Mapk10/Rac1/Ube2n/Eif4e/Pla2g12a/Mapk1/Grb2/Tsc2/Them4/Cxcr4/Gsk3b/Arpc3/Mknk2/Cab39l/Slc2a1/Il2rg/Camk4/Rps6ka3/Actr2/Pten,2,Omit C1,FALSE,FALSE,15,36,43
C1,3,2,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,138,-0.21648559896136177,-0.982139592922534,0.46601941747572817,0.5293276108726753,0.3008809577592049,1814,"tags=17%, list=14%, signal=15%",Acp1/Casp6/Cat/Arpp19/Hacl1/Abcc3/Dhrs7/Hprt1/Marchf6/Adh5/Ssr3/Sar1b/Fas/Cyb5a/Ninj1/Gcnt2/Spint2/Pgrmc1/Ets2/Gch1/Id2/Lpin2/Man1a/Apoe,2,Omit C1,FALSE,FALSE,14,37,44
C1,3,2,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,17,-0.3433007577859026,-0.9808140714172532,0.47639484978540775,0.5293276108726753,0.3008809577592049,2903,"tags=47%, list=22%, signal=37%",Pax6/Pak3/Spcs1/Mafb/Elp4/Sec11a/Stxbp1/Srp14,2,Omit C1,FALSE,FALSE,13,38,45
C1,3,2,HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,122,-0.21829064298679163,-0.9660622980711184,0.52834008097166,0.574282696708326,0.3264343749710486,2173,"tags=19%, list=16%, signal=16%",Dusp1/Adgrl2/Pik3cd/Grk5/Runx1/Spop/Schip1/Sipa1l1/Mrps31/Notch2/Scaf8/Map1b/F3/Sri/Pmp22/Smad7/Tjp1/Prkca/Nfkb1/Dyrk1a/Anxa2/Igf1r/Pten,2,Omit C1,FALSE,FALSE,12,39,46
C1,3,2,HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,86,-0.22397061641385635,-0.9449888968389182,0.5688976377952756,0.6052102529736975,0.3440142490587333,3146,"tags=30%, list=24%, signal=23%",Slc25a17/Prdx1/Eci2/Itgb1bp1/Pex2/Hsd17b11/Lonp2/Slc25a19/Abcb9/Elovl5/Idi1/Atxn1/Bcl10/Ywhah/Sod1/Rxrg/Cat/Abcd3/Sod2/Ercc1/Fis1/Pex13/Top2a/Scp2/Fads1/Ttr,2,Omit C1,FALSE,FALSE,11,40,47
C1,3,2,HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,149,-0.19533854956262692,-0.8965084547978724,0.7140077821011673,0.7437581063553826,0.4227677657177965,2884,"tags=21%, list=22%, signal=17%",Rhof/Thy1/Amh/Arpc2/Itga9/Cnn2/Dlg1/Pkd1/Cdk8/Stx4a/Pecam1/Parva/Ywhah/Myh9/Cd274/Adam9/Pik3cb/Vcl/Syk/Actb/Jam3/Arhgef6/Tial1/Myl12b/Epb41l2/Tjp1/Ptk2/Sgce/Cd86/B4galt1/Pten/Vcam1,2,Omit C1,FALSE,FALSE,10,41,48
C1,3,2,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,146,-0.1891928557921792,-0.8654532935526854,0.7887596899224806,0.8048568264515108,0.4574975645092799,1277,"tags=32%, list=10%, signal=29%",Ablim1/Unc119/Gja1/Scnn1a/Hr/Nav2/Cish/Krt18/Rbbp8/Lrig1/Dlc1/Tpd52l1/Papss2/Slc22a5/Farp1/Elf1/Sox3/Opn3/Elovl5/Pmaip1/Rasgrp1/Jak2/Anxa9/Bag1/Fkbp5/Tjp3/Chpt1/Myb/Sh3bp5/Mlph/Plaat3/Flnb/Med13l/Dynlt3/P2ry2/Slc2a1/Klf4/Areg/Aff1/Abhd2/Ugcg/Arl3/Tpbg/Car12/Cd44/B4galt1/Igf1r,2,Omit C1,FALSE,FALSE,9,42,49
C1,3,2,HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,134,0.17085412325905214,0.7837171881615449,0.944558521560575,0.944558521560575,0.53690694909759,3240,"tags=26%, list=25%, signal=20%",Apod/Tcap/Large1/Dennd2b/Speg/Gnao1/Col15a1/Kifc3/Rit1/Gsn/Ppfia4/Sh2b1/Ephb3/Slc6a8/Ache/Fgf2/Pick1/Plxnb2/Ptp4a3/Mybph/Eif4a2/Hdac5/Myl2/Sorbs3/Vipr1/Myl4/Pcx/App/Igf1/Tnni1/Hbegf/Dtna/Reep1/Agrn/Lama2,2,Omit C1,FALSE,FALSE,8,43,50
C2,3,2,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,86,0.554867763137456,2.3010913870387766,1.3251781719567237e-8,3.312945429891809e-7,2.1621328068767594e-7,2367,"tags=60%, list=18%, signal=50%",Irf9/Ifit2/Dhx58/Ifitm2/Ifitm1/Cmpk2/Eif2ak2/Tap1/Il4ra/Irf1/Rtp4/Ifi30/Trim14/Stat2/Usp18/Oas1a/Ogfr/Irf7/Trim25/Ripk2/Rnf31/Lgals3bp/Parp14/Ifitm3/Sp110/Trim12c/Trim21/Psme2/Rsad2/Ifi35/Psme1/Gmpr/Adar/Helz2/Wars1/Ifi27/Trafd1/Bst2/Parp12/Mov10/Isg15/Parp9/Cnp/Oasl1/Isg20/Ifit3/Ly6e/Samd9l/Herc6/Tmem140/Ddx60/Pnpt1,3,Omit C2,FALSE,TRUE,1,50,1
C2,3,2,HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,176,-0.4473580474567773,-2.125326087762901,2.742508880233086e-9,1.371254440116543e-7,8.949239503918493e-8,999,"tags=28%, list=8%, signal=26%",Litaf/Dnajb4/Ninj1/Slc2a3/Maff/Pmepa1/Cflar/Abca1/Marcks/Nfil3/Bcl6/Cebpb/Trib1/Eif1/Il1a/Cd44/Gch1/Vegfa/Klf4/Nfkbie/Btg3/Rel/Tnfaip2/Nfkb1/Areg/Pde4b/Sat1/Ets2/Irs2/Dennd5a/B4galt1/Kdm6b/Id2/Csf1/Il6/Plau/Gem/Cd83/Ccrl2/Nr4a3/Fosb/Ptgs2/Cxcl10/Plaur/Ccl5/Rnf19b/Nr4a1/Bcl2a1d/Tnfaip3,3,Omit C2,FALSE,TRUE,50,1,2
C2,3,2,HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,58,0.5527993875324446,2.119423074493783,1.2506314321182889e-5,1.2506314321182886e-4,8.162015662245674e-5,2922,"tags=55%, list=22%, signal=43%",Myc/Mcm5/Ppan/Tbrg4/Ung/Grwd1/Nop56/Noc4l/Nop2/Gnl3/Bysl/Tmem97/Mcm4/Srm/Mrto4/Rrp9/Ipo4/Cdk4/Nip7/Mphosph10/Nop16/Pprc1/Mybbp1a/Pus1/Nolc1/Wdr74/Wdr43/Aimp2/Exosc5/Pa2g4/Pes1/Farsa,3,Omit C2,FALSE,TRUE,2,49,3
C2,3,2,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,165,0.4062440128995614,1.8637938210105969,2.5326285812091603e-6,3.498273810331342e-5,2.2830839604267702e-5,2228,"tags=41%, list=17%, signal=35%",Pla2g4a/Mthfd2/Socs1/Irf9/Socs3/Ifit2/Dhx58/Ifitm2/Cmpk2/Fgl2/Ptpn6/Eif2ak2/Tap1/Il4ra/Irf1/Rtp4/Mvp/Rapgef6/Ifi30/Trim14/Stat2/Usp18/Zbp1/Ogfr/Irf7/Trim25/Ripk2/Rnf31/Lgals3bp/Parp14/Ifitm3/Xaf1/Sp110/Znfx1/Tor1b/Trim21/Irf8/Psme2/Pml/Il18bp/Rnf213/Stat1/Rsad2/Ifi35/Psme1/Itgb7/Adar/Il15ra/Helz2/Wars1/Ifi27/Trafd1/Bst2/P2ry14/Parp12/Isg15/Oasl1/Isg20/Ifit3/Cmklr1/Ly6e/Eif4e3/Samd9l/Stat3/H2-DMa/Myd88/Ptpn1/Herc6,3,Omit C2,FALSE,TRUE,3,48,4
C2,3,2,HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,189,-0.38744731536459925,-1.8623960892979448,2.7986190482650733e-6,3.498273810331342e-5,2.2830839604267702e-5,1502,"tags=26%, list=11%, signal=24%",H2az1/Kif11/Cenpe/Notch2/H2ax/Cdkn1b/Kif15/Efna5/Ss18/Pafah1b1/Slc12a2/Sap30/Cdkn2c/Ndc80/Cdkn3/Plk1/Marcks/Odc1/Knl1/Mad2l1/Prim2/Kif4/Cdc20/Lig3/Bub1/Cul3/Rad21/Gspt1/Kif22/Pttg1/Kif23/Racgap1/Hmmr/Cdk1/H2az2/Stmn1/Cenpf/Smc4/Numa1/Ccnb2/Ccna2/Cenpa/Birc5/Prc1/Tle3/Top2a/Nusap1/Pbk/Mki67/Ube2c,3,Omit C2,FALSE,TRUE,49,2,5
C2,3,2,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,86,-0.42889189402514977,-1.816132568974312,1.2675994488248893e-4,9.054281777320638e-4,5.909110212567153e-4,2033,"tags=36%, list=15%, signal=31%",Hmgcr/Elk4/Stk39/Zbtb10/Sgk1/Maf/Bmpr1b/Rps6ka3/Tmem50a/Inpp4b/Selenop/Ncoa4/Ccnd3/Ank/Ngly1/Pmepa1/H1f0/Mertk/Hmgcs1/Abhd2/Ell2/Actn1/Appbp2/Itgav/Sat1/Cenpn/Vapa/B4galt1/Fads1/Ube2j1/B2m,3,Omit C2,FALSE,TRUE,48,3,6
C2,3,2,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,194,-0.3640846825283004,-1.7576893801992444,3.6078423212060065e-5,3.006535267671672e-4,1.9621598589015125e-4,2117,"tags=28%, list=16%, signal=24%",Kif20b/Kif3c/Cdc42bpa/Klc1/Ckap5/Cyth2/Ranbp9/Synpo/Prex1/Hook3/Bin1/Cd2ap/Katna1/Farp1/Mapre1/Kif11/Cenpe/Actn4/Notch2/Myh9/Ssh2/Kif15/Arhgef12/Pafah1b1/Dynll2/Dync1h1/Dlgap5/Ywhae/Cdc42/Flnb/Ndc80/Clip1/Rab3gap1/Plk1/Marcks/Ezr/Kif4/Bub1/Dst/Arap3/Epb41/Dock4/Kif22/Kif23/Racgap1/Cdk1/Epb41l2/Cenpf/Smc4/Numa1/Ccnb2/Birc5/Prc1/Top2a/Nusap1,3,Omit C2,FALSE,TRUE,47,4,7
C2,3,2,HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,78,-0.4072219035857333,-1.7012951313525897,9.133168500525642e-4,0.00507398250029202,0.00331144121071689,1639,"tags=28%, list=12%, signal=25%",Jam3/Zc3h14/Vdac3/Psmg1/Pomc/Ace/Gsg1/Braf/Camk4/Arl4a/Il12rb2/Slc12a2/Ncaph/Cdkn3/Mast2/Clgn/Mlf1/Bub1/Lpin1/Cdk1/Ccnb2/Slc2a5,3,Omit C2,FALSE,TRUE,46,5,8
C2,3,2,HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,163,-0.3543011414907759,-1.6681251391040484,3.414584316612677e-4,0.00213411519788292,0.0013927909712499,1672,"tags=26%, list=13%, signal=23%",Tgm2/Ccng2/Btg1/Klhl24/Ero1a/Mxi1/Pfkp/Cdkn1b/Myh9/Glrx/P4ha1/Noct/Ets1/Slc2a3/Sap30/Maff/Csrp2/Rora/Eno3/Tpi1/Klf7/Nfil3/Atp7a/Vegfa/Prkca/Foxo3/Cdkn1c/Tpbg/Ids/Irs2/S100a4/Tes/Rragd/Car12/Il6/Pfkl/Aldoa/Pgk1/Mif/Slc2a5/Plaur/Tnfaip3,3,Omit C2,FALSE,TRUE,45,6,9
C2,3,2,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,50,-0.4297188697330981,-1.6265345373215043,0.00569458121595354,0.02033779005697696,0.01327308403718496,2056,"tags=38%, list=16%, signal=32%",Smad1/Wwtr1/Rhoa/Xiap/Tgif1/Smurf1/Map3k7/Thbs1/Eng/Skil/Fnta/Pmepa1/Bmpr2/Bcar3/Cdkn1c/Smad7/Tjp1/Id2/Tgfbr1,3,Omit C2,FALSE,TRUE,44,7,10
C2,3,2,HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,30,-0.4724030073014738,-1.5981106249148114,0.013641355530586,0.04012163391348824,0.02618464529090811,1209,"tags=30%, list=9%, signal=27%",Efna5/Brca1/Il2rg/Lyn/Scube1/Adam10/B4galt1/Dcbld2/Plaur,3,Omit C2,FALSE,TRUE,43,8,11
C2,3,2,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,148,-0.3334749231965788,-1.5479597263441989,0.00221535047492036,0.0104697317946711,0.00683287759231166,1888,"tags=24%, list=14%, signal=20%",Cbl/Psmb8/Tnfrsf1b/Mtmr10/Mafb/Cfh/Ace/Ero1a/Glrx/Eng/Plvap/Strn/Cab39l/Ccser2/Adam17/Ets1/Il2rg/Ank/Laptm5/Snap25/Trib1/Cdadc1/Klf4/Pecam1/Dcbld2/Id2/Ly96/Plau/Etv1/Igf2/Ptgs2/Cxcl10/Plaur/Tnfaip3/Prdm1,3,Omit C2,FALSE,TRUE,42,9,12
C2,3,2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,129,-0.33900991785515455,-1.529283062432991,0.00369799463745829,0.01540831098940957,0.01005595032993045,1724,"tags=24%, list=13%, signal=21%",Lrp1/Tgm2/Vim/Wipf1/Notch2/Thbs1/Pmp22/Calu/Msx1/Basp1/Pmepa1/Pcolce/Cd44/Igfbp4/Tpm4/Dst/Vegfa/Itgav/Areg/Sat1/Serpine2/Sparc/Igfbp2/Id2/Il6/Itga5/Col6a3/Vcam1/Gem/Plaur/Tnfaip3,3,Omit C2,FALSE,TRUE,41,10,13
C2,3,2,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INFLAMMATORY_RESPONSE,145,-0.32987086336916965,-1.5208079366619156,0.00230334099482764,0.0104697317946711,0.00683287759231166,1085,"tags=17%, list=8%, signal=16%",Rela/Sema4d/Clec5a/Gpr132/Lyn/Ebi3/Abca1/Nlrp3/Cd82/Il1a/Gch1/Nfkb1/Ptafr/Pde4b/Tpbg/Dcbld2/Cd14/Csf1/Il6/Itga5/Ccrl2/Cxcl9/Cxcl10/Plaur/Ccl5,3,Omit C2,FALSE,TRUE,40,11,14
C2,3,2,HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,141,-0.3277567671800673,-1.501704932659979,0.00685363688257098,0.0228454562752366,0.01490966620068073,2908,"tags=35%, list=22%, signal=27%",Casp6/Mmp2/Add1/Cth/Eno2/Hspb1/Plppr4/Atf3/Casp9/Pmaip1/Il18/Ddit3/Rhob/Cyld/Gpx4/Bcl2l1/Sc5d/Ppp3r1/Xiap/Bcl10/Casp8/Igf2r/Mcl1/Ptk2/Sod1/Cdkn1b/Bax/Brca1/Rela/Ank/Lgals3/Cflar/Txnip/Casp4/H1f0/Il1a/Cd44/Gch1/Casp3/Timp2/Btg3/Sat1/Wee1/Pdcd4/Cd14/Smad7/Il6/Hmgb2/Top2a,3,Omit C2,FALSE,TRUE,39,12,15
C2,3,2,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,146,-0.30982564509152616,-1.4310160829083112,0.00894913569966539,0.02796604906145436,0.01825152675589653,2805,"tags=34%, list=21%, signal=27%",Anxa5/Adam9/Lap3/Notch4/Kcnip2/Kynu/Gca/Casp9/Prss36/Sirt6/Jak2/Pik3cg/Plek/Dock9/Ehd1/Src/Pik3ca/Apoc1/Lrp1/Gngt2/Cfh/Dyrk2/Psmb9/Cblb/S100a13/Brpf3/Atox1/C3/Lamp2/Dgkh/Lyn/Lgals3/Maff/Ctso/Casp4/Fdx1/Ppp2cb/Cebpb/Cpq/Gng2/Casp3/Timp2/Dock4/Ang/Il6/Gp9/Plaur/Ccl5/Tnfaip3,3,Omit C2,FALSE,TRUE,38,13,16
C2,3,2,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,138,0.31712569517941636,1.4229750261744525,0.01684416298352668,0.04678934162090744,0.03053620189996065,2724,"tags=31%, list=21%, signal=25%",Ptgds/Gsto1/Slc6a6/Acox3/Tpst1/Dcxr/Xdh/Ndrg2/Aldh9a1/Ap4b1/Shmt2/Slc1a5/Abcd2/Dhrs1/Tmem97/Hmox1/Hes6/Pgd/Nmt1/Irf8/Bcar1/Blvrb/Pts/Gsr/Pemt/Tmem176b/Ppard/Cyp27a1/Mpp2/Ddc/Cndp2/Aco2/Slc12a4/Etfdh/Lonp1/Pcx/Fah/Cyfip2/Tnfrsf1a/Ptgr1/Tdo2/Sertad1/Gart,3,Omit C2,FALSE,TRUE,4,47,17
C2,3,2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,192,-0.2937364624779706,-1.4155744222820248,0.00515934712282818,0.01984364278010841,0.0129505879196497,3678,"tags=36%, list=28%, signal=27%",Slc25a11/Mrps11/Suclg1/Timm8b/Acaa1a/Ndufb7/Aifm1/Iscu/Tcirg1/Atp6v0c/Alas1/Atp5pd/Atp5pb/Atp5me/Atp1b1/Slc25a4/Idh3g/Acadsb/Atp6v1e1/Atp5mc3/Acadm/Atp6v1d/Ndufc1/Ndufa4/Hsd17b10/Ndufs6/Ndufb2/Ndufa8/Dld/Idh2/Supv3l1/Ndufb5/Atp5f1e/Cox7b/Atp5pf/Hadhb/Atp6v0b/Gpx4/Atp6v0e/Cox6c/Mtx2/Vdac3/Atp5mf/Cox7c/Etfa/AK157302/Uqcr10/Sdha/Bax/Ndufa2/Atp6v1f/Ldhb/Bckdha/Cox6b1/Mpc1/Ndufa1/Cox7a2l/Uqcrb/Atp6v1g1/Cox17/Fdx1/Cyb5a/Ndufa5/Cox7a2/Ndufa7/Uqcrh/Ndufc2/Ndufab1/Ndufs4/Ndufb3,3,Omit C2,FALSE,TRUE,37,14,18
C2,3,2,HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,27,-0.4190165345578284,-1.3619877631954975,0.10666666666666667,0.21333333333333335,0.13922807017543862,1428,"tags=26%, list=11%, signal=23%",Notch2/Rbx1/Sap30/Psenen/Tcf7l2/Prkca/St3gal6,3,Omit C2,FALSE,FALSE,36,15,19
C2,3,2,HALLMARK_COAGULATION,HALLMARK_COAGULATION,85,-0.31144288677615367,-1.320546489963943,0.05842696629213483,0.14606741573033707,0.09532820816085157,2954,"tags=36%, list=22%, signal=29%",Pef1/Mmp2/Serpine1/Usp11/Sirt2/Adam9/Rac1/Casp9/Dusp14/Plek/Arf4/Apoc1/Lrp1/Msrb2/Cfh/Thbs1/S100a13/C3/Lamp2/Gng12/Maff/Klf7/Ctso/Cpq/Cd9/Sparc/Pecam1/Ang/Klk8/Plau/Gp9,3,Omit C2,FALSE,FALSE,35,16,20
C2,3,2,HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,197,0.27987968048255363,1.3088057329227467,0.03724679838439677,0.09801789048525468,0.063969570632482,1831,"tags=26%, list=14%, signal=23%",Mthfd2/Myc/Mcm7/Mcm2/Timeless/Mcm6/Mcm5/Tbrg4/Ung/Gins1/Nop56/Rpa2/Pop7/Lig1/Kif2c/Tipin/Tcf19/Pola2/Rad50/Hells/Mcm4/Pan2/Nasp/Ddx39a/Chek1/Dscc1/Cnot9/Rfc1/Jpt1/Ranbp1/Srsf2/Dck/Mcm3/Rfc2/Cdk4/Orc6/Pold1/Rad51ap1/Suv39h1/Brca2/Xrcc6/Phf5a/Ccp110/Pold3/Pold2/Tacc3/Cdc25a/Slbp/Rrm2/Cbx5/Pms2,3,Omit C2,FALSE,FALSE,5,46,21
